Close/Last,SMA10,SMA50,Signal
0.042399,,,0.0
0.04681,,,0.0
0.045223,,,0.0
0.048309,,,0.0
0.047209,,,0.0
0.04634,,,0.0
0.04754,,,0.0
0.049841,,,0.0
0.050909,,,0.0
0.050038,0.0474618,,0.0
0.049607,0.0481826,,0.0
0.071307,0.0506323,,0.0
0.067204,0.0528304,,0.0
0.064422,0.0544417,,0.0
0.068442,0.056565,,0.0
0.063938,0.058324799999999996,,0.0
0.064598,0.0600306,,0.0
0.059823,0.06102880000000001,,0.0
0.064847,0.06242260000000001,,0.0
0.072841,0.0647029,,0.0
0.071419,0.06688409999999999,,0.0
0.077344,0.06748780000000001,,0.0
0.084949,0.0692623,,0.0
0.097925,0.0726126,,0.0
0.084781,0.0742465,,0.0
0.081133,0.075966,,0.0
0.083356,0.0778418,,0.0
0.082134,0.08007289999999999,,0.0
0.083207,0.08190889999999999,,0.0
0.084498,0.0830746,,0.0
0.077354,0.0836681,,0.0
0.079356,0.0838693,,0.0
0.080692,0.08344359999999999,,0.0
0.080094,0.0816605,,0.0
0.085133,0.0816957,,0.0
0.091222,0.0827046,,0.0
0.089844,0.0833534,,0.0
0.091049,0.0842449,,0.0
0.085366,0.0844608,,0.0
0.089582,0.0849692,,0.0
0.094405,0.08667430000000001,,0.0
0.093775,0.0881162,,0.0
0.086445,0.0886915,,0.0
0.082639,0.088946,,0.0
0.082514,0.0886841,,0.0
0.082655,0.0878274,,0.0
0.084888,0.08733179999999999,,0.0
0.082564,0.08648330000000001,,0.0
0.079361,0.0858828,,0.0
0.084501,0.0853747,0.07311664000000001,0.0
0.086861,0.0846203,0.07400588,0.0
0.094145,0.0846573,0.07495258,0.0
0.088936,0.0849064,0.07582684,0.0
0.091006,0.0857431,0.07668077999999999,0.0
0.091615,0.08665320000000001,0.0775689,0.0
0.092265,0.0876142,0.0784874,0.0
0.092699,0.08839530000000001,0.07939058,0.0
0.089909,0.0891298,0.08019194,0.0
0.088391,0.0900328,0.08094158,0.0
0.089097,0.0904924,0.08172276,0.0
0.091901,0.0909964,0.08256864,0.0
0.096248,0.0912067,0.08306746000000001,0.0
0.095012,0.0918143,0.08362362,0.0
0.098191,0.0925328,0.084299,0.0
0.096376,0.09300889999999999,0.08485768,0.0
0.095516,0.093334,0.08548924,0.0
0.087051,0.0927692,0.08593829999999998,0.0
0.085457,0.09232399999999999,0.08645098000000001,0.0
0.089926,0.09247749999999999,0.08695255999999998,0.0
0.085209,0.0920887,0.08719992,0.0
0.082386,0.0911372,0.08741926,0.0
0.082109,0.08972329999999999,0.08751456,0.0
0.081222,0.0883443,0.08744002000000002,0.0
0.077592,0.08628440000000001,0.08703336,0.0
0.076956,0.08434240000000001,0.08687686,0.0
0.076869,0.0824777,0.08679158,0.0
0.079152,0.0816878,0.08670749999999999,0.0
0.080436,0.0811857,0.08667354000000001,0.0
0.077815,0.0799746,0.08656569999999998,0.0
0.070885,0.07854219999999999,0.08629344,0.0
0.06518,0.0768216,0.08604996,0.0
0.068376,0.0754483,0.08583036,0.0
0.066705,0.0739966,0.08555062000000001,0.0
0.056471,0.07188449999999999,0.08507816,0.0
0.059418,0.0701307,0.08456385999999999,0.0
0.050174,0.0674612,0.08374290000000001,0.0
0.055744,0.0651204,0.08306090000000001,0.0
0.058111,0.0628879,0.08240214,0.0
0.060636,0.06117,0.08190754,0.0
0.06263,0.0603445,0.0813685,0.0
0.061281,0.059954600000000004,0.08070601999999999,0.0
0.059023,0.0590193,0.08001098000000001,0.0
0.054031,0.0577519,0.07936270000000001,0.0
0.059537,0.0580585,0.07890066,0.0
0.056912,0.0578079,0.07838861999999999,0.0
0.062285,0.059019,0.07798122,0.0
0.059255,0.0593701,0.07746855999999999,0.0
0.059787,0.059537700000000006,0.07701302,0.0
0.059588,0.0594329,0.07661756,0.0
0.060252,0.0591951,0.07613258,0.0
0.059347,0.059001700000000004,0.0755823,0.0
0.058221,0.0589215,0.07486382,0.0
0.058209,0.0593393,0.07424928,0.0
0.057584,0.05914400000000001,0.07358084000000001,0.0
0.056599,0.0591127,0.07288052,0.0
0.055868,0.05847100000000001,0.07215258,0.0
0.054724,0.0580179,0.07139308,0.0
0.05431,0.05747019999999999,0.0706811,0.0
0.055145,0.0570259,0.07001618000000001,0.0
0.052031,0.056203800000000005,0.06927486,0.0
0.047801,0.0550492,0.06839286,0.0
0.046476,0.0538747,0.06739742,0.0
0.046361,0.0526899,0.06642440000000001,0.0
0.044963,0.0514278,0.06535984,0.0
0.044326,0.0502005,0.06431884,0.0
0.044099,0.0490236,0.0632905,0.0
0.046341,0.0481853,0.0624763,0.0
0.046563,0.047410600000000004,0.061698420000000004,0.0
0.04619,0.046515100000000004,0.0608237,0.0
0.045759,0.0458879,0.0600347,0.0
0.044825,0.0455903,0.05928348,0.0
0.045132,0.0454559,0.05854394,0.0
0.045771,0.045396900000000004,0.05783492,0.0
0.046605,0.0455611,0.05721518,0.0
0.047371,0.0458656,0.05662348,0.0
0.047112,0.0461669,0.056028339999999996,0.0
0.050134,0.0465462,0.05544798,0.0
0.052201,0.04711,0.05488328,0.0
0.050623,0.0475533,0.05433944,0.0
0.053007,0.048278100000000004,0.05398188,0.0
0.050117,0.0488073,0.05368062,0.0
0.04826,0.0491201,0.053278299999999994,0.0
0.046096,0.0491526,0.052866119999999996,0.0
0.03929,0.0484211,0.0525225,0.0
0.038269,0.047510899999999995,0.05209952,0.0
0.037544,0.0465541,0.05184692,0.0
0.039013,0.045441999999999996,0.0515123,0.0
0.038245,0.0440464,0.051114980000000004,0.0
0.036843,0.0426684,0.05063912,0.0
0.039259,0.0412936,0.0501717,0.0
0.038292,0.0401111,0.04971192,0.0
0.039187,0.0392038,0.0493152,0.0
0.037975,0.0383917,0.04899408,0.0
0.03934,0.0383967,0.04859013999999999,0.0
0.039442,0.03851400000000001,0.048240740000000004,0.0
0.039334,0.038693,0.04778172000000001,0.0
0.042029,0.0389946,0.047437200000000006,0.0
0.040898,0.0392599,0.047059420000000005,0.0
0.041774,0.039753,0.046703140000000004,0.0
0.041225,0.0399496,0.0463226,0.0
0.040281,0.0401485,0.045941279999999994,0.0
0.040655,0.04029529999999999,0.04558996,0.0
0.041508,0.0406486,0.04525594,0.0
0.041511,0.0408657,0.04493448,0.0
0.039483,0.0408698,0.04459216,0.0
0.038184,0.0407548,0.044238480000000004,0.0
0.039405,0.0404924,0.0439321,0.0
0.037602,0.0401628,0.04359794,0.0
0.0385,0.0398354,0.04326504,0.0
0.039104,0.03962329999999999,0.0430065,0.0
0.039443,0.0395395,0.042839340000000004,0.0
0.038536,0.039327600000000004,0.04268054,0.0
0.036149,0.0387917,0.0424763,0.0
0.03752,0.0383926,0.042327439999999994,0.0
0.042474,0.0386917,0.042290400000000006,0.0
0.0398,0.03885329999999999,0.04220441999999999,0.0
0.043631,0.0392759,0.042150219999999995,0.0
0.042742,0.0397899,0.042073799999999995,0.0
0.043891,0.040329,0.04202782,0.0
0.041388,0.04055740000000001,0.0419404,0.0
0.041204,0.0407335,0.041867980000000006,0.0
0.041962,0.0410761,0.04180458,0.0
0.042196,0.041680800000000004,0.041733080000000006,0.0
0.041692,0.042098000000000003,0.04163482,0.0
0.043991,0.0422497,0.04156722,0.0
0.043798,0.0426495,0.04150094,0.0
0.043869,0.0426733,0.04137563999999999,0.0
0.043747,0.042773799999999994,0.04120656,0.0
0.042479,0.04263260000000001,0.04104368,0.0
0.042376,0.042731399999999996,0.04083106,0.0
0.043567,0.042967700000000005,0.04070006,0.0
0.043764,0.0431479,0.04061014,0.0
0.043365,0.043264800000000006,0.04055552,0.0
0.043232,0.0434188,0.040634359999999994,0.0
0.042041,0.0432238,0.0407098,0.0
0.044359,0.043279899999999996,0.040846099999999996,0.0
0.043761,0.0432691,0.04094106,0.0
0.044307,0.043325100000000005,0.0410623,0.0
0.043328,0.04341,0.041192,0.0
0.04233,0.0434054,0.04125342,0.0
0.040889,0.0431376,0.04130536,0.0
0.038203,0.0425815,0.04128568,0.0
0.037162,0.0419612,0.04126942000000001,0.0
0.037677,0.041405700000000004,0.04123616,0.0
0.034154,0.040617,0.041130400000000004,0.0
0.036578,0.0398389,0.041075280000000006,0.0
0.036474,0.0391102,0.040964179999999996,0.0
0.03855,0.0385345,0.04091722,0.0
0.04067,0.0382687,0.04089514,0.0
0.041148,0.0381505,0.0408936,0.0
0.038882,0.0379498,0.04086562,0.0
0.038796,0.038009100000000004,0.040828439999999994,0.0
0.038093,0.038102199999999996,0.04076014,0.0
0.036548,0.0379893,0.040660879999999996,0.0
0.036973,0.0382712,0.040610679999999996,0.0
0.037526,0.038366,0.04059752,0.0
0.038693,0.038587899999999994,0.040583280000000006,0.0
0.038198,0.038552699999999995,0.0405952,0.0
0.038513,0.038336999999999996,0.04059546,0.0
0.037232,0.037945400000000004,0.04055802,0.0
0.036611,0.037718299999999996,0.040501380000000003,0.0
0.036148,0.0374535,0.040453619999999996,0.0
0.0367,0.037314200000000006,0.040464639999999996,0.0
0.037284,0.0373878,0.04045992,0.0
0.03599,0.037289499999999996,0.04033024,0.0
0.035949,0.0371318,0.04025322,0.0
0.033592,0.0366217,0.04005244,0.0
0.032052,0.0360071,0.039838639999999995,0.0
0.033788,0.0355346,0.039636580000000005,0.0
0.033019,0.0351133,0.0394692,0.0
0.033358,0.034788,0.03931228,0.0
0.033397,0.0345129,0.03914098,0.0
0.034208,0.034263699999999994,0.038981220000000004,0.0
0.033143,0.0338496,0.03881024,0.0
0.033789,0.0336295,0.0386062,0.0
0.033561,0.0333907,0.038401460000000005,0.0
0.034032,0.0334347,0.03820472,0.0
0.032768,0.0335063,0.03798514,0.0
0.033498,0.0334773,0.03780552,0.0
0.034212,0.0335966,0.03764224,0.0
0.033422,0.033603,0.03743934,0.0
0.033032,0.0335665,0.0372247,0.0
0.033041,0.0334498,0.03701822,0.0
0.033622,0.033497700000000005,0.03682602,0.0
0.033887,0.0335075,0.03666294,0.0
0.034639,0.0336153,0.03646854,0.0
0.035428,0.0337549,0.03630188,0.0
0.037086,0.0341867,0.036157459999999995,0.0
0.037542,0.0345911,0.03604174,0.0
0.036034,0.03477329999999999,0.03591582,0.0
0.035386,0.0349697,0.03580576,0.0
0.036981,0.035364599999999996,0.03578132,0.0
0.036974,0.035757899999999995,0.03577756,0.0
0.037083,0.036104000000000004,0.03576568,0.0
0.037748,0.0364901,0.035837560000000004,0.0
0.040543,0.037080499999999995,0.03591686,0.0
0.041089,0.0376466,0.03600916,0.0
0.042183,0.0381563,0.03608182,0.0
0.043579,0.03876,0.036140000000000005,0.0
0.045549,0.0397115,0.03622802,0.0
0.042118,0.0403847,0.036292740000000004,0.0
0.045377,0.041224300000000005,0.03642436,0.0
0.045538,0.0420807,0.03657326,0.0
0.044585,0.0428309,0.036734,0.0
0.041954,0.043251500000000005,0.03683362,0.0
0.043697,0.0435669,0.036957040000000003,0.0
0.043197,0.043777699999999996,0.03704712,0.0
0.044673,0.0440267,0.03717662,0.0
0.048285,0.0444973,0.03737206,0.0
0.055546,0.045497,0.03773834,0.0
0.05428,0.046713199999999996,0.038091719999999996,0.0
0.054655,0.047641,0.03846186,0.0
0.055116,0.048598800000000004,0.03883018,0.0
0.05792,0.0499323,0.0392429,0.0
0.056458,0.0513827,0.03965226,0.0
0.055809,0.052593900000000006,0.040049459999999995,0.0
0.056448,0.05391900000000001,0.04050658,0.0
0.060055,0.0554572,0.04106664,0.0
0.061209,0.0567496,0.04161506,0.0
0.059327,0.057127700000000003,0.04214122,0.0
0.061439,0.057843599999999995,0.04270284,0.0
0.060805,0.05845859999999999,0.043251,0.0
0.058964,0.058843400000000004,0.04374612,0.0
0.064875,0.05953889999999999,0.044380760000000005,0.0
0.070861,0.06097919999999999,0.0451222,0.0
0.069188,0.06231709999999999,0.04583474,0.0
0.069717,0.063644,0.046548439999999996,0.0
0.0666,0.06429850000000001,0.04722508,0.0
0.057669,0.06394449999999999,0.0477085,0.0
0.057277,0.06373949999999999,0.0481698,0.0
0.061905,0.0637861,0.04873946,0.0
0.057465,0.0634521,0.04922812000000001,0.0
0.058974,0.06345310000000001,0.04974678,0.0
0.057738,0.0627394,0.0502291,0.0
0.059368,0.0615901,0.050738719999999994,0.0
0.05935,0.0606063,0.05123294,0.0
0.057651,0.0593997,0.051677400000000005,0.0
0.052856,0.0580253,0.0519928,0.0
0.048395,0.0570979,0.05220986,0.0
0.050243,0.0563945,0.05249404,0.0
0.049576,0.0551616,0.052777840000000006,0.0
0.047693,0.0541844,0.052992080000000004,0.0
0.046786,0.0529656,0.05318832,0.0
0.048863,0.052078099999999995,0.05342391999999999,0.0
0.049378,0.0510791,0.053656520000000006,0.0
0.049559,0.0501,0.053836840000000004,0.0
0.050768,0.049411699999999996,0.054030419999999996,0.0
0.051069,0.049233,0.05420814,0.0
0.047712,0.0491647,0.0542908,0.0
0.042481,0.048388499999999994,0.054229440000000004,0.0
0.041421,0.047573,0.05421550000000001,0.0
0.041526,0.04695629999999999,0.054138479999999996,0.0
0.036676,0.0459453,0.053961239999999994,0.0
0.023521,0.0434111,0.05353996,0.0
0.028604,0.0413337,0.05327296000000001,0.0
0.025897,0.0389675,0.05291696,0.0
0.026234,0.03651410000000001,0.052577700000000005,0.0
0.025564,0.0339636,0.05219552,0.0
0.026325,0.0318249,0.051756319999999995,0.0
0.02607,0.030183800000000004,0.051166800000000005,0.0
0.029978,0.029039499999999996,0.05068076,0.0
0.029632,0.0278501,0.0501803,0.0
0.030134,0.027195900000000002,0.04968066,0.0
0.027533,0.027597100000000003,0.04907292,0.0
0.02931,0.0276677,0.048529960000000004,0.0
0.029485,0.0280265,0.04800348000000001,0.0
0.029689,0.028372,0.0474683,0.0
0.031273,0.0289429,0.04689266,0.0
0.02827,0.0291374,0.046233880000000005,0.0
0.029429,0.029473299999999997,0.045635919999999996,0.0
0.028425,0.029318,0.04497564,0.0
0.029925,0.0293473,0.04435804,0.0
0.030584,0.0293923,0.04379044000000001,0.0
0.031133,0.0297523,0.043115600000000004,0.0
0.032147,0.030036,0.042341319999999995,0.0
0.031987,0.030286200000000003,0.0415973,0.0
0.032255,0.030542800000000002,0.040848060000000005,0.0
0.032268,0.0306423,0.04016142,0.0
0.035918,0.0314071,0.0397264,0.0
0.036545,0.0321187,0.03931176,0.0
0.03608,0.032884199999999995,0.03879526,0.0
0.035133,0.033405000000000004,0.03834862,0.0
0.033729,0.0337195,0.03784372,0.0
0.03304,0.0339102,0.03734976,0.0
0.032085,0.033904000000000004,0.0368041,0.0
0.033439,0.0340492,0.03628588,0.0
0.033628,0.034186499999999995,0.035805420000000004,0.0
0.031811,0.0341408,0.03538452,0.0
0.034538,0.0340028,0.03510738,0.0
0.034971,0.033845400000000005,0.03480194,0.0
0.036716,0.033909,0.034544740000000004,0.0
0.036056,0.0340013,0.034312,0.0
0.034165,0.0340449,0.03405958,0.0
0.034497,0.0341906,0.03377226,0.0
0.037261,0.0347082,0.03352992,0.0
0.043152,0.035679499999999996,0.03340178,0.0
0.042032,0.0365199,0.03322706,0.0
0.04246,0.0375848,0.03305488,0.0
0.046951,0.0388261,0.03303966,0.0
0.04742,0.040070999999999996,0.03313844,0.0
0.047082,0.0411076,0.03325166,0.0
0.05396,0.042898000000000006,0.033500339999999997,0.0
0.048255,0.044307,0.03373192,0.0
0.050296,0.045886899999999994,0.03426742,0.0
0.05137,0.0472978,0.03472274,0.0
0.048362,0.0478188,0.03517204,0.0
0.049954,0.048611,0.03564644,0.0
0.04936,0.049301,0.03612236,0.0
0.050089,0.0496148,0.03659764,0.0
0.052468,0.0501196,0.0371256,0.0
0.052962,0.0507076,0.03758528,0.0
0.046561,0.0499677,0.037923860000000004,0.0
0.046206,0.0497628,0.0382453,0.0
0.050334,0.0497666,0.03870132,0.0
0.050272,0.0496568,0.03912056,0.0
0.051601,0.0499807,0.039562879999999995,0.0
0.050596,0.0500449,0.039981020000000006,0.0
0.051095,0.050218399999999996,0.040377460000000004,0.0
0.051336,0.050343099999999995,0.04083877999999999,0.0
0.054707,0.050566999999999994,0.04134434,0.0
0.05289,0.0505598,0.04183364,0.0
0.055942,0.0514979,0.04235398,0.0
0.056506,0.052527899999999995,0.04287242,0.0
0.051858,0.0526803,0.04328691999999999,0.0
0.056202,0.0532733,0.043768020000000005,0.0
0.055941,0.0537073,0.044247100000000004,0.0
0.051981,0.0538458,0.04464162,0.0
0.053677,0.054104,0.04506979999999999,0.0
0.053469,0.0543173,0.04542082000000001,0.0
0.055051,0.0543517,0.045790939999999995,0.0
0.064676,0.0555303,0.04636285999999999,0.0
0.065808,0.0565169,0.04697636,0.0
0.075302,0.058396500000000004,0.04780782,0.0
0.081917,0.0614024,0.04878535999999999,0.0
0.081509,0.06393309999999999,0.04977384,0.0
0.078104,0.0661494,0.05066714,0.0
0.088554,0.0698067,0.051765660000000005,0.0
0.087012,0.0731402,0.05286968,0.0
0.086277,0.07642099999999999,0.05390446,0.0
0.088055,0.0797214,0.054966140000000004,0.0
0.085856,0.08183939999999999,0.05594894,0.0
0.085267,0.0837853,0.05693316,0.0
0.081166,0.08437170000000001,0.057873179999999996,0.0
0.083817,0.08456169999999999,0.05885958,0.0
0.077016,0.0841124,0.05965468,0.0
0.077979,0.08409989999999999,0.060351220000000004,0.0
0.078063,0.08305080000000001,0.06107184,0.0
0.078194,0.082169,0.06178652,0.0
0.079202,0.0814615,0.062431539999999994,0.0
0.07825,0.080481,0.06304814,0.0
0.08362,0.0802574,0.0637789,0.0
0.079068,0.0796375,0.06428106,0.0
0.079875,0.07950839999999999,0.06491346,0.0
0.079396,0.0790663,0.06549546,0.0
0.079869,0.0793516,0.06606544,0.0
0.083089,0.0798626,0.06675998,0.0
0.08539,0.08059530000000001,0.0674687,0.0
0.07959,0.0807349,0.0680733,0.0
0.08111,0.08092569999999999,0.06869372,0.0
0.080556,0.0811563,0.06925548,0.0
0.076475,0.0804418,0.06972574,0.0
0.082834,0.08081839999999998,0.07045119999999999,0.0
0.083962,0.0812271,0.07120632,0.0
0.083004,0.0815879,0.07185972,0.0
0.094852,0.0830862,0.07275132,0.0
0.093353,0.0841126,0.07358636,0.0
0.098209,0.0853945,0.07453862,0.0
0.097932,0.0872287,0.07547536,0.0
0.098457,0.0889634,0.07641778,0.0
0.104915,0.09139929999999999,0.07742194000000001,0.0
0.132877,0.0970395,0.07902168,0.0
0.122526,0.10100869999999999,0.08035336000000001,0.0
0.121074,0.1047199,0.08164472,0.0
0.12069,0.10848849999999999,0.08302135999999999,0.0
0.125256,0.1115289,0.08440244,0.0
0.130907,0.1152843,0.08590176,0.0
0.123898,0.11785320000000002,0.08734009999999999,0.0
0.131832,0.1212432,0.08890320000000002,0.0
0.130881,0.1244856,0.09045144000000001,0.0
